Stock_ID,Date,Open,High,Low,Close,Adj Close,Volume,Entity,Code,New Cases,Case Fatality,New Deaths,SMA 30,SMA 90,Signal,Position,Buy,Sell,tenkan_sen,kijun_sen,senkou_span_a,senkou_span_b,chikou_span,ADX30,ADX14,14high,14low,%K,%D,gain,loss,avg_gain,avg_loss,rs,rsi
222,2019-11-18,296.0,304.989990234375,293.2799987792969,302.57000732421875,302.57000732421875,8616600,0,0,0.0,0.0,0.0,284.2193318684896,294.47088690863717,0,0.0,0.0,0.0,293.06500244140625,287.2749938964844,274.67749786376953,292.0249938964844,332.2200012207031,16.395070961183244,24.281393420915293,304.989990234375,281.1400146484375,89.85331074475762,75.05864136979514,7.54,0.0,2.9403863444667473,1.746313673347122,1.6837675781527677,62.73894922419854
223,2019-11-19,304.010009765625,305.6700134277344,298.5199890136719,302.6000061035156,302.6000061035156,5918000,0,0,0.0,0.0,0.0,285.28199869791666,293.75977579752606,0,0.0,0.0,0.0,293.40501403808594,287.2749938964844,274.67749786376953,290.42999267578125,336.8999938964844,16.3432455090057,25.271599743365524,305.6700134277344,281.1400146484375,87.48468211580258,76.19050775738931,0.03,0.0,2.732501605576265,1.6215769823937562,1.685089043100854,62.757287227794954
224,2019-11-20,301.010009765625,308.25,301.0,305.1600036621094,305.1600036621094,5111800,0,0,0.0,0.0,0.0,286.5363321940104,293.0838870578342,0,0.0,0.0,0.0,294.69500732421875,287.2749938964844,274.07749938964844,285.8450012207031,333.1000061035156,16.352353751546993,26.4074676718351,308.25,281.1400146484375,88.60199923452733,76.37736319566861,2.56,0.0,2.720180062320818,1.5057500550799165,1.806528283458337,64.36878951500347
225,2019-11-21,306.0,312.69000244140625,304.260009765625,311.69000244140625,311.69000244140625,7488400,0,0,0.0,0.0,0.0,287.576665242513,292.51999816894534,0,0.0,0.0,0.0,296.9150085449219,289.2449951171875,276.0425033569336,284.4600067138672,333.20001220703125,16.460668742119108,27.811863385635775,312.69000244140625,281.1400146484375,96.83042666589284,78.92849914700447,6.53,0.0,2.9923100578693314,1.3981964797170652,2.140121292877841,68.15409639531708
226,2019-11-22,309.1000061035156,311.3999938964844,304.4100036621094,310.4800109863281,310.4800109863281,5970100,0,0,0.0,0.0,0.0,288.4949991861979,292.35633171929254,0,0.0,0.0,0.0,296.9150085449219,289.2449951171875,283.5875015258789,284.4600067138672,332.6300048828125,16.565373233005484,29.115945119879257,312.69000244140625,281.1400146484375,92.9952700153797,85.61896018823393,0.0,1.21,2.778573625164379,1.3847538740229892,2.006546923094761,66.73925185339667
227,2019-11-25,308.8299865722656,315.7300109863281,305.25,315.54998779296875,315.54998779296875,7873900,0,0,0.0,0.0,0.0,289.49566548665365,292.36133151584204,0,0.0,0.0,0.0,298.4350128173828,290.76499938964844,283.5875015258789,284.4600067138672,329.0899963378906,16.763116139266344,30.658257686914606,315.7300109863281,281.1400146484375,99.47955127950628,91.41930795134938,5.07,0.0,2.9422469376526377,1.285842883021347,2.2881854202429737,69.58808971526591
228,2019-11-26,315.0,316.5,311.69000244140625,312.489990234375,312.489990234375,5321000,0,0,0.0,0.0,0.0,290.43699849446614,292.38210923936634,0,0.0,0.0,0.0,299.86000061035156,291.1499938964844,283.5875015258789,284.4600067138672,323.30999755859375,16.971272527909754,32.14746671319587,316.5,281.1400146484375,88.6594699467323,91.98638714322838,0.0,3.06,2.7320864421060205,1.412568391376965,1.9341268421296014,65.91831049559548
229,2019-11-27,313.92999267578125,316.82000732421875,312.75,315.92999267578125,315.92999267578125,4096900,0,0,0.0,0.0,0.0,291.425331624349,292.47799818250866,0,0.0,0.0,0.0,302.19500732421875,291.7250061035156,283.70249938964844,284.4600067138672,323.57000732421875,17.179732688849533,33.55524784836654,316.82000732421875,281.1400146484375,97.50556381408222,93.07956615313189,3.44,0.0,2.7826516962413046,1.3116706491357533,2.121456097286896,67.9636692353553
230,2019-11-29,315.7799987792969,316.6199951171875,313.3399963378906,314.6600036621094,314.6600036621094,2411700,0,0,0.0,0.0,0.0,292.1356648763021,292.4415537516276,0,0.0,0.0,0.0,305.0500030517578,292.80999755859375,283.8949966430664,284.35499572753906,329.80999755859375,17.38124417775799,34.86247318816788,316.82000732421875,281.1400146484375,93.94617683434802,94.00263682720981,0.0,1.27,2.583890860795497,1.3086941741974851,1.9744038842229779,66.37981797615772
231,2019-12-02,314.3900146484375,314.3900146484375,303.75,309.989990234375,309.989990234375,6218800,0,0,0.0,0.0,0.0,293.2919982910156,292.2585537380642,1,1.0,309.989990234375,0.0,307.6699981689453,293.5,283.8949966430664,284.35499572753906,325.8999938964844,17.23515299187801,33.90491822690195,316.82000732421875,281.1400146484375,80.85757149137588,92.8962900067596,0.0,4.67,2.3993272278815327,1.5487874474690935,1.5491649495237867,60.7714675275599
232,2019-12-03,302.2200012207031,307.3599853515625,301.8800048828125,306.1600036621094,306.1600036621094,4992800,0,0,0.0,0.0,0.0,294.228998819987,291.9294426812066,1,0.0,0.0,0.0,308.9100036621094,297.0850067138672,283.8949966430664,282.01499938964844,335.8299865722656,17.031913572012805,32.66577237181758,316.82000732421875,281.1400146484375,70.12330198894593,89.08098648148147,0.0,3.83,2.22794671160428,1.7117312012213013,1.301575101286151,56.551493825198804
233,2019-12-04,308.42999267578125,308.42999267578125,303.2699890136719,304.32000732421875,304.32000732421875,3512100,0,0,0.0,0.0,0.0,295.48333231608075,291.6141092936198,1,0.0,0.0,0.0,309.3500061035156,297.18499755859375,283.8949966430664,282.01499938964844,330.75,16.864039063165826,31.659710369371222,316.82000732421875,283.2200012207031,62.79762580551405,84.76703730864354,0.0,1.84,2.068807660775403,1.7208932582769225,1.2021708207787603,54.59026200127531
234,2019-12-05,305.2699890136719,306.4800109863281,298.80999755859375,302.8599853515625,302.8599853515625,4615500,0,0,0.0,0.0,0.0,296.5363321940104,291.35777587890624,1,0.0,0.0,0.0,307.81500244140625,298.9800109863281,283.8949966430664,282.01499938964844,339.260009765625,16.552596119576393,29.893824406762132,316.82000732421875,287.57000732421875,52.273429153311966,78.02330557633005,0.0,1.46,1.9210356850057313,1.7022580255428568,1.1285220314312252,53.019043954757805
235,2019-12-06,304.70001220703125,307.8500061035156,302.6000061035156,307.3500061035156,307.3500061035156,4457800,0,0,0.0,0.0,0.0,297.73133239746096,291.18399827745225,1,0.0,0.0,0.0,307.81500244140625,298.9800109863281,280.4349937438965,282.01499938964844,335.6600036621094,16.290183460709468,28.463198761749293,316.82000732421875,293.2799987792969,59.77061264599233,73.89632596193863,4.49,0.0,2.1045331360767503,1.5806681665755098,1.3314199530165682,57.107684580543975
236,2019-12-09,307.3500061035156,311.489990234375,302.44000244140625,302.5,302.5,5748400,0,0,0.0,0.0,0.0,298.5873321533203,290.9951093885634,1,0.0,0.0,0.0,307.81500244140625,298.9800109863281,281.2624969482422,280.51499938964844,329.04998779296875,16.137920037180667,27.66644835428949,316.82000732421875,298.5199890136719,21.74867215315473,63.07391286752041,0.0,4.85,1.9542093406426968,1.8141918689629735,1.0771789765322672,51.85778349877952
237,2019-12-10,296.1199951171875,298.94000244140625,292.0199890136719,293.1199951171875,293.1199951171875,10476100,0,0,0.0,0.0,0.0,298.96266581217446,290.7094428168403,1,0.0,0.0,0.0,304.4199981689453,298.9800109863281,281.2624969482422,280.51499938964844,338.9200134277344,15.656340822889394,26.154312698710427,316.82000732421875,292.0199890136719,4.435505207057923,50.28667406362183,0.0,9.38,1.8146229591682186,2.3546067354656186,0.7706692297426817,43.52417813544302
238,2019-12-11,294.489990234375,299.42999267578125,294.20001220703125,298.92999267578125,298.92999267578125,5589800,0,0,0.0,0.0,0.0,299.55333251953124,290.6127760145399,1,0.0,0.0,0.0,304.3199920654297,298.9800109863281,281.94500732421875,280.51499938964844,338.69000244140625,15.205065728276935,24.67280944971653,316.82000732421875,292.0199890136719,27.86289742040517,42.71600633919744,5.81,0.0,2.1000070335133456,2.1864205400752175,0.9604771794913256,48.99201018705739
239,2019-12-12,295.6700134277344,299.1700134277344,295.05999755859375,298.44000244140625,298.44000244140625,4766600,0,0,0.0,0.0,0.0,299.7863321940104,290.48322041829425,1,0.0,0.0,0.0,303.2050018310547,298.9800109863281,282.4875030517578,280.51499938964844,339.07000732421875,14.768833136818225,23.297127861365063,316.82000732421875,292.0199890136719,25.887131805076496,36.39655345578752,0.0,0.49,1.9500065311195354,2.065247644355559,0.9441998573144561,48.56495867758623
240,2019-12-13,298.5,301.79998779296875,297.25,298.5,298.5,3879700,0,0,0.0,0.0,0.0,300.1559987386068,290.41888699001737,1,0.0,0.0,0.0,301.75498962402344,298.9800109863281,282.83250427246094,280.51499938964844,338.6199951171875,14.426659038241489,21.694761789285266,316.82000732421875,292.0199890136719,26.12905726594696,31.158186521563657,0.06,0.0,1.8150060646109971,1.9177299554730192,0.9464346423911991,48.624013454081464
241,2019-12-16,300.8500061035156,305.7099914550781,298.6300048828125,304.2099914550781,304.2099914550781,4658900,0,0,0.0,0.0,0.0,300.7359985351562,290.2889980740017,1,0.0,0.0,0.0,301.75498962402344,298.9800109863281,285.3250045776367,280.51499938964844,339.6700134277344,14.210895231905951,20.823217373103247,316.82000732421875,292.0199890136719,49.15319935962355,30.71243940817959,5.71,0.0,2.093219917138783,1.7807492443678037,1.175471461666638,54.032952506125014
242,2019-12-17,307.3599853515625,316.79998779296875,306.6000061035156,315.4800109863281,315.4800109863281,10427100,0,0,0.0,0.0,0.0,301.48999938964846,290.36177605523005,1,0.0,0.0,0.0,304.4099884033203,298.9800109863281,287.26499938964844,280.51499938964844,338.1099853515625,14.29639600609058,21.37173329407709,316.82000732421875,292.0199890136719,94.59679294946022,35.687608022960724,11.27,0.0,2.748704208771727,1.6535528697701036,1.6623019795876768,62.43852096166511
243,2019-12-18,316.260009765625,325.3599853515625,315.6000061035156,320.79998779296875,320.79998779296875,11207400,0,0,0.0,0.0,0.0,302.58233235677085,290.4725538465712,1,0.0,0.0,0.0,308.6899871826172,303.25,288.62750244140625,280.51499938964844,326.0,14.57626012626687,22.64015309182358,325.3599853515625,292.0199890136719,86.32274127333557,44.912475040129415,5.32,0.0,2.932368193859461,1.5354419505008106,1.9097877278284725,65.63323192148165
244,2019-12-19,324.5,332.8299865722656,324.17999267578125,332.2200012207031,332.2200012207031,9822300,0,0,0.0,0.0,0.0,304.0366658528646,290.69410942925344,1,0.0,0.0,0.0,312.42498779296875,306.98500061035156,288.6324996948242,280.51499938964844,349.6000061035156,15.002200962761854,24.35087712007789,332.8299865722656,292.0199890136719,98.50530412140628,58.35101774217918,11.42,0.0,3.538627608583785,1.4257675254650384,2.4819106518993,71.2801361099107
245,2019-12-20,335.0,338.0,330.6000061035156,336.8999938964844,336.8999938964844,9914900,0,0,0.0,0.0,0.0,305.6143320719401,291.11399841308594,1,0.0,0.0,0.0,315.00999450683594,310.61000061035156,288.1625061035156,280.51499938964844,353.1600036621094,15.51417165809953,26.258747418306427,338.0,292.0199890136719,97.6076427997316,68.31455279636867,4.68,0.0,3.6201542079706575,1.3239269879318214,2.7344062331004353,73.22198128483294
246,2019-12-23,337.760009765625,337.95001220703125,331.0199890136719,333.1000061035156,333.1000061035156,5765300,0,0,0.0,0.0,0.0,306.99866536458336,291.5288872612847,1,0.0,0.0,0.0,316.1000061035156,312.7850036621094,288.27750396728516,280.51499938964844,342.8800048828125,16.009076663592616,28.030341266661498,338.0,292.0199890136719,89.34320851306155,77.3797066117951,0.0,3.8,3.361571764544182,1.5007893459366914,2.239869155285158,69.13455599375942
247,2019-12-24,334.010009765625,335.70001220703125,331.6000061035156,333.20001220703125,333.20001220703125,2019300,0,0,0.0,0.0,0.0,308.29933268229166,291.86666531032984,1,0.0,0.0,0.0,316.5299987792969,315.00999450683594,288.4700012207031,280.51499938964844,348.5199890136719,16.487484835569266,29.675392697276923,338.0,292.0199890136719,89.56070759879549,86.44137094505918,0.1,0.0,3.128602352791026,1.3935901069412133,2.244994663214125,69.18330833217726
248,2019-12-26,334.6000061035156,336.4599914550781,332.010009765625,332.6300048828125,332.6300048828125,3589900,0,0,0.0,0.0,0.0,309.65333251953126,292.1249986436632,1,0.0,0.0,0.0,317.625,315.00999450683594,290.1699981689453,280.51499938964844,343.1600036621094,16.96547689837939,31.25584942275512,338.0,292.0199890136719,88.32102254437426,92.03677425716641,0.0,0.57,2.905130756163096,1.334762242159698,2.1765155354278525,68.51896397650366
249,2019-12-27,332.9599914550781,333.82000732421875,326.010009765625,329.0899963378906,329.0899963378906,5036100,0,0,0.0,0.0,0.0,311.1859995524089,292.4594431559245,1,0.0,0.0,0.0,318.31500244140625,315.00999450683594,290.34000396728516,280.51499938964844,347.739990234375,17.20158739562516,31.487150040431708,338.0,292.0199890136719,80.62200623492954,90.0403761550906,0.0,3.54,2.6976214164371606,1.4922792248625767,1.8077189385824113,64.38389946164307
250,2019-12-30,329.0799865722656,329.19000244140625,322.8599853515625,323.30999755859375,323.30999755859375,4311500,0,0,0.0,0.0,0.0,312.3089996337891,292.74277648925784,1,0.0,0.0,0.0,322.3000030517578,315.00999450683594,290.98500061035156,280.51499938964844,345.0899963378906,17.3166559005321,31.120154205712346,338.0,292.0199890136719,68.05132898777637,87.43017440001073,0.0,5.78,2.504934172405935,1.7985449945152499,1.3927559110530197,58.20718714430368
251,2019-12-31,322.0,324.9200134277344,321.0899963378906,323.57000732421875,323.57000732421875,3713300,0,0,0.0,0.0,0.0,313.2603332519531,293.0387766520182,1,0.0,0.0,0.0,326.8000030517578,315.00999450683594,293.0800018310547,282.48500061035156,358.0,17.364907641686006,30.460339430007625,338.0,294.20001220703125,67.05480206070352,82.93724553419604,0.26,0.0,2.3445817315197965,1.6700774949070176,1.4038760109454276,58.40051668859963
252,2020-01-02,326.1000061035156,329.9800109863281,324.7799987792969,329.80999755859375,329.80999755859375,4485800,0,0,0.0,0.0,0.0,314.1683329264323,293.4651099310981,1,0.0,0.0,0.0,329.5449981689453,315.00999450683594,293.0800018310547,282.48500061035156,369.010009765625,17.531406857855874,30.395311391934385,338.0,295.05999755859375,80.9268701076999,80.55427800676294,6.24,0.0,2.6228258935540967,1.550786245270802,1.691287823549204,62.843067499141554
253,2020-01-03,326.7799987792969,329.8599853515625,325.5299987792969,325.8999938964844,325.8999938964844,3806900,0,0,0.0,0.0,0.0,314.9449991861979,293.8086652967665,1,0.0,0.0,0.0,329.5449981689453,315.00999450683594,294.6000061035156,284.0050048828125,369.6700134277344,17.69235610015341,30.334928213723522,338.0,297.25,70.30673348830521,77.8347815746549,0.0,3.91,2.4354811868716615,1.7193015134657448,1.4165526917743771,58.61873803108591
254,2020-01-06,323.1199951171875,336.3599853515625,321.20001220703125,335.8299865722656,335.8299865722656,5663100,0,0,0.0,0.0,0.0,315.9673319498698,294.3064429389106,1,0.0,0.0,0.0,329.52000427246094,315.00999450683594,295.50499725341797,284.38999938964844,366.95001220703125,17.99638163743024,30.92081455803595,338.0,298.6300048828125,94.48815418626499,78.53870251572198,9.93,0.0,2.9708039592379714,1.596494262503906,1.8608297123339665,65.04510577163418
255,2020-01-07,336.4700012207031,336.70001220703125,330.29998779296875,330.75,330.75,4703200,0,0,0.0,0.0,0.0,316.6026652018229,294.739554172092,1,0.0,0.0,0.0,328.89500427246094,315.00999450683594,296.9600067138672,284.5500030517578,366.7699890136719,18.29782180701085,31.496178251024133,338.0,306.6000061035156,76.91082353741562,76.90867408615645,0.0,5.08,2.7586036764352593,1.8453161008964842,1.4949220218124608,59.91858698359077
256,2020-01-08,331.489990234375,342.70001220703125,331.04998779296875,339.260009765625,339.260009765625,7104500,0,0,0.0,0.0,0.0,317.56199849446614,295.21155429416234,1,0.0,0.0,0.0,331.89500427246094,317.36000061035156,298.9300003051758,284.5500030517578,371.07000732421875,18.719240260983415,32.550918049160586,342.70001220703125,315.6000061035156,87.30626691275916,77.86356846870353,8.51,0.0,3.1694176995470262,1.7135078079753068,1.8496663305503307,64.90817225584166
257,2020-01-09,342.0,343.4200134277344,334.6099853515625,335.6600036621094,335.6600036621094,4709300,0,0,0.0,0.0,0.0,318.2323323567708,295.6772210015191,1,0.0,0.0,0.0,332.2550048828125,317.7200012207031,300.58499908447266,284.5500030517578,373.69000244140625,19.141788940734944,33.58864912487798,343.4200134277344,321.0899963378906,65.24852742206612,77.46316824503063,0.0,3.6,2.943030721007953,1.848257250262785,1.5923274320117038,61.42462608498581
258,2020-01-10,337.1300048828125,338.5,327.2699890136719,329.04998779296875,329.04998779296875,4718300,0,0,0.0,0.0,0.0,318.7843322753906,296.1189985487196,1,0.0,0.0,0.0,332.2550048828125,317.7200012207031,302.9975051879883,284.5500030517578,380.010009765625,19.26551194853693,33.05014463577343,343.4200134277344,321.0899963378906,35.64704596083148,72.97634594504892,0.0,6.61,2.7328142409359564,2.1883817323868717,1.2487831535475629,55.531506075965915
259,2020-01-13,331.79998779296875,340.8500061035156,331.510009765625,338.9200134277344,338.9200134277344,6290000,0,0,0.0,0.0,0.0,319.5506663004557,296.6456654866536,1,0.0,0.0,0.0,332.2550048828125,317.7200012207031,303.2675018310547,284.5500030517578,381.3999938964844,19.439314583762382,32.798275393107154,343.4200134277344,321.0899963378906,79.84775389156907,72.82218648560166,9.87,0.0,3.242613223726245,2.0320687515020954,1.5957202340370231,61.4750470067131
260,2020-01-14,344.3999938964844,345.3800048828125,335.5199890136719,338.69000244140625,338.69000244140625,7199400,0,0,0.0,0.0,0.0,320.35166625976564,297.1505544026693,1,0.0,0.0,0.0,333.2900085449219,318.6999969482422,303.3975067138672,284.5500030517578,380.3999938964844,19.708866375083165,33.011746748160675,345.3800048828125,321.0899963378906,72.45780120235949,73.1294818733237,0.0,0.23,3.0109979934600846,1.9033495549662316,1.5819469343420234,61.269537080751924
261,2020-01-15,338.67999267578125,343.1700134277344,336.6000061035156,339.07000732421875,339.07000732421875,5158000,0,0,0.0,0.0,0.0,321.3210001627604,297.69388766818577,1,0.0,0.0,0.0,333.2900085449219,318.6999969482422,303.3975067138672,285.26000213623047,387.7799987792969,19.969433106693256,33.2099701492818,345.3800048828125,321.0899963378906,74.02225056066136,70.20578135538032,0.38,0.0,2.823069565355793,1.7673960153257866,1.5973044755537784,61.49854553395065
262,2020-01-16,343.5,343.55999755859375,335.8500061035156,338.6199951171875,338.6199951171875,5016000,0,0,0.0,0.0,0.0,322.4029998779297,298.1858876546224,1,0.0,0.0,0.0,333.2900085449219,318.6999969482422,303.3975067138672,286.9150085449219,386.19000244140625,20.19114957918819,33.231311985903666,345.3800048828125,321.0899963378906,72.1695867124828,69.52846180896135,0.0,0.45,2.621421739258951,1.6732962999453733,1.5666213684596868,61.038273417004525
263,2020-01-17,341.0,341.57000732421875,337.3800048828125,339.6700134277344,339.6700134277344,6066500,0,0,0.0,0.0,0.0,323.5813334147135,298.7601101345486,1,0.0,0.0,0.0,336.3249969482422,319.7900085449219,301.7000045776367,286.9150085449219,386.0,20.40547550259996,33.25112940562397,345.3800048828125,321.0899963378906,76.49242714543273,67.98362755648614,1.05,0.0,2.509177329311883,1.553775135663561,1.6148909013403052,61.75748672774709
264,2020-01-21,340.0,341.0,332.5899963378906,338.1099853515625,338.1099853515625,14350300,0,0,0.0,0.0,0.0,324.75633341471354,299.31388787163627,1,0.0,0.0,0.0,336.3249969482422,320.2200012207031,301.6500015258789,286.9150085449219,380.07000732421875,20.417421520698,32.215449345284405,345.3800048828125,321.0899963378906,70.06991776966711,68.67239760614343,0.0,1.56,2.3299503772181773,1.5542197688304493,1.4991125604916642,59.98579592576396
265,2020-01-22,332.54998779296875,336.29998779296875,323.6000061035156,326.0,326.0,21730000,World,OWID_WRL,0.0,0.0,0.0,325.3779998779297,299.7265547010634,1,0.0,0.0,0.0,334.49000549316406,321.31500244140625,301.0925064086914,286.9150085449219,368.70001220703125,20.097238060647555,30.123904997720032,345.3800048828125,321.20001220703125,19.85107215427915,66.4158299194931,0.0,12.11,2.1635253502740217,2.3082040710568457,0.9373197878831482,48.38229567186374
266,2020-01-23,326.0400085449219,349.8800048828125,325.010009765625,349.6000061035156,349.6000061035156,18200300,World,OWID_WRL,100.0,1.0,1.0,326.9480000813802,300.34266594780814,1,0.0,0.0,0.0,336.74000549316406,324.2550048828125,300.3675003051758,286.9150085449219,360.0899963378906,20.126893802587393,29.44656092711455,349.8800048828125,321.20001220703125,99.0237139093368,69.1552527791742,23.6,0.0,3.6947021109687346,2.1433323516956424,1.723812038784263,63.28674718515685
267,2020-01-24,348.4599914550781,359.8500061035156,345.8800048828125,353.1600036621094,353.1600036621094,17939700,World,OWID_WRL,287.0,2.79,8.0,328.9493336995443,300.9967770046658,1,0.0,0.0,0.0,341.7250061035156,333.2250061035156,300.3675003051758,286.9150085449219,379.239990234375,20.365568797155124,29.686678656682908,359.8500061035156,321.20001220703125,82.69080595633736,70.61711060117105,3.56,0.0,3.685080531613825,1.990237183717382,1.8515785765447312,64.93170455742083
268,2020-01-27,345.95001220703125,351.8999938964844,341.0199890136719,342.8800048828125,342.8800048828125,7709500,World,OWID_WRL,809.0,3.21,26.0,330.4143341064453,301.48877699110244,1,0.0,0.0,0.0,341.7250061035156,337.7250061035156,301.6949996948242,290.69500732421875,371.7099914550781,20.432279593743736,29.20300692896643,359.8500061035156,323.6000061035156,53.186203529094826,67.6405324538044,0.0,10.28,3.4218604936414088,2.5823630991661406,1.325088828424766,56.99089050814914
269,2020-01-28,345.8800048828125,352.3999938964844,342.7799987792969,348.5199890136719,348.5199890136719,6821600,World,OWID_WRL,2651.0,1.85,49.0,332.0836669921875,302.12166578504775,1,0.0,0.0,0.0,341.7250061035156,340.4700012207031,305.9699935913086,294.9649963378906,369.0299987792969,20.507369019437686,28.79895322236461,359.8500061035156,323.6000061035156,68.74478044181035,67.1512744151369,5.64,0.0,3.5802990298098796,2.397908592082845,1.4930923729248575,59.88917174268936
270,2020-01-29,349.0,349.3999938964844,338.54998779296875,343.1600036621094,343.1600036621094,7643500,World,OWID_WRL,589.0,0.34,2.0,333.57233378092445,302.7501102023655,1,0.0,0.0,0.0,341.7250061035156,340.4700012207031,309.70499420166016,298.6999969482422,381.04998779296875,20.438395499466935,27.811314339555718,359.8500061035156,323.6000061035156,53.95861395474138,63.93215824503814,0.0,5.36,3.3245633848234597,2.6094865497912134,1.2740297071427558,56.02520068849639
271,2020-01-30,341.1000061035156,348.20001220703125,339.25,347.739990234375,347.739990234375,5328100,World,OWID_WRL,2068.0,1.89,39.0,335.02333374023436,303.60555453830295,1,0.0,0.0,0.0,341.7250061035156,340.4700012207031,312.80999755859375,301.2850036621094,368.7699890136719,20.371721096828537,26.89422109123317,359.8500061035156,323.6000061035156,66.5930596713362,63.43546423099087,4.58,0.0,3.414237428764641,2.423094653377555,1.409040057104468,58.48968982267799
272,2020-01-31,347.3900146484375,347.3900146484375,340.9800109863281,345.0899963378906,345.0899963378906,5230000,World,OWID_WRL,1690.0,2.49,42.0,336.0103332519531,304.48522101508246,1,0.0,0.0,0.0,341.7250061035156,340.4700012207031,314.4425048828125,301.51499938964844,383.7900085449219,20.307269174278087,26.04263450350509,359.8500061035156,323.6000061035156,59.282731681034484,69.06855844909877,0.0,2.65,3.170363326710024,2.4393021781363013,1.2997009370656467,56.51608503164887
273,2020-02-03,347.239990234375,359.6300048828125,346.2799987792969,358.0,358.0,6670600,World,OWID_WRL,3100.0,2.06,64.0,337.2503336588542,305.63422105577257,1,0.0,0.0,0.0,341.7250061035156,340.4700012207031,315.7699966430664,301.8999938964844,372.7799987792969,20.51634428952751,26.469741486953446,359.8500061035156,323.6000061035156,94.89653488685344,68.47896144588687,12.91,0.0,3.8660516605164505,2.2650663082694225,1.7068161079444195,63.056226942604944
274,2020-02-04,361.0,369.57000732421875,356.1000061035156,369.010009765625,369.010009765625,7161500,World,OWID_WRL,4012.0,1.65,66.0,338.47666727701824,306.79266560872395,1,0.0,0.0,0.0,347.2900085449219,345.3300018310547,316.31749725341797,301.8999938964844,368.9700012207031,20.90779905972075,27.590811069869687,369.57000732421875,323.6000061035156,98.78181956988605,70.77767767639382,11.01,0.0,4.376333684765275,2.1032758576787494,2.08072263502095,67.54008333524645
275,2020-02-05,375.1300048828125,375.25,362.29998779296875,369.6700134277344,369.6700134277344,6437000,World,OWID_WRL,3745.0,1.92,72.0,339.5690012613932,307.9744435628255,1,0.0,0.0,0.0,356.8999938964844,348.1699981689453,316.6624984741211,301.8999938964844,346.489990234375,21.384959059334626,28.979213741429653,375.25,323.6000061035156,89.19653972573764,75.92201141877138,0.66,0.0,4.110881278710613,1.953041867844553,2.1048608052870517,67.79243699758877
276,2020-02-06,369.6000061035156,371.54998779296875,362.510009765625,366.95001220703125,366.95001220703125,3920400,World,OWID_WRL,3162.0,2.21,70.0,340.6973347981771,309.1285549587674,1,0.0,0.0,0.0,356.8999938964844,348.1699981689453,318.6549987792969,301.8999938964844,364.1300048828125,21.84621372562804,30.26844479359248,375.25,323.6000061035156,83.93032183197664,78.09137447450941,0.0,2.72,3.8172469016598547,2.0078245915699418,1.9011854510035184,65.53133135097929
277,2020-02-07,365.0400085449219,371.79998779296875,363.57000732421875,366.7699890136719,366.7699890136719,4385200,World,OWID_WRL,3594.0,2.37,85.0,341.8163340250651,310.2302215576172,1,0.0,0.0,0.0,356.8999938964844,348.2250061035156,320.9049987792969,301.8999938964844,349.9200134277344,22.296532150428956,31.481760994131356,375.25,323.6000061035156,83.58177736995758,82.32325496239744,0.0,0.18,3.5445864086841508,1.8772656921720887,1.8881644849019161,65.37593321891566
278,2020-02-10,365.0,374.79998779296875,362.5199890136719,371.07000732421875,371.07000732421875,5294100,World,OWID_WRL,2609.0,4.1,107.0,343.09766743977866,311.3578884548611,1,0.0,0.0,0.0,356.8999938964844,348.2250061035156,322.2774963378906,301.8999938964844,315.25,22.785462011664762,32.80563022951097,375.25,323.6000061035156,91.9070800198763,85.93954358361745,4.3,0.0,3.598544522349568,1.743175285588368,2.0643618298747066,67.36677796169758
279,2020-02-11,373.75,378.1099853515625,369.7200012207031,373.69000244140625,373.69000244140625,4772900,World,OWID_WRL,2043.0,4.89,100.0,344.58433430989584,312.53188849555124,1,0.0,0.0,0.0,358.67999267578125,349.6549987792969,322.2774963378906,301.8999938964844,336.29998779296875,23.316125959472917,34.24400270662919,378.1099853515625,325.010009765625,91.6761112196692,90.56716923199383,2.62,0.0,3.5286484850388846,1.618662765189199,2.1799775474704486,68.5532370882473
280,2020-02-12,377.17999267578125,380.6199951171875,375.8800048828125,380.010009765625,380.010009765625,4624800,World,OWID_WRL,418.0,1.2,5.0,346.4743347167969,313.7747775607639,1,0.0,0.0,0.0,360.8000030517578,352.11000061035156,322.26499938964844,301.8999938964844,298.8399963378906,23.87242869620841,35.73303301790446,380.6199951171875,338.54998779296875,98.55007072648797,91.0891029233702,6.32,0.0,3.7280307361075358,1.5030439962471134,2.480320433344531,71.26701350774715
281,2020-02-13,376.9599914550781,385.3699951171875,376.510009765625,381.3999938964844,381.3999938964844,4485400,World,OWID_WRL,15152.0,1.67,253.0,348.4020009358724,314.98155517578124,1,0.0,0.0,0.0,365.8249969482422,354.48500061035156,321.95249938964844,302.31500244140625,319.75,24.4899014639298,37.38867343048817,385.3699951171875,338.54998779296875,91.52071636125194,90.0518024649939,1.39,0.0,3.561028540671283,1.3956837108008908,2.5514581227202573,71.84255127203795
282,2020-02-14,381.4700012207031,385.1499938964844,379.42999267578125,380.3999938964844,380.3999938964844,3736300,World,OWID_WRL,6528.0,2.33,152.0,350.0883341471354,316.1586663140191,1,0.0,0.0,0.0,370.73500061035156,354.48500061035156,324.62750244140625,305.75,315.4700012207031,25.08679180606048,38.9260538136016,385.3699951171875,338.54998779296875,89.38487731049057,90.07870783424433,0.0,1.0,3.306669359194763,1.3674205886008273,2.4181801756972336,70.74466679346351
